Brand,Processor_Speed,RAM_Size,Storage_Capacity,Screen_Size,Weight,Price,Price_Hashed,Price_Encrypted,RAM_Size_Encrypted
Asus,3.6752471847523247,8,1000,13.755135402395371,4.926419084942065,31821.65032497846,44d798dfe8752ee69b74a37182bd7fe24bb3425e668c0384753f4979c2ed16e6,gAAAAABoD4PTcUh2bnHz0aKmzmRnbI8O6UYOhqxV9WgwwEny9gQgLxJPCNI45Yy10bJw0BNg6tjzFhC_IRAjV7eLQ_bHItpsGwMu4Uu8RUMi25eiYyktBxE=,gAAAAABoD4PTEMFB5r6uxnviaT77yFh2GesJuSI9fec9oj2WNDMkZDp4msU-xlVPDJjCmpXxrpEJh7gLM4KBBaPKrPbbv9zIjA==
Lenovo,1.553173527125968,8,256,13.46656165328264,3.422492888815959,8991.512288250062,54562d26b7852cc34bf1efd5bca15cb6f7b29a9e7fcd76bd5e680da7d446b4fa,gAAAAABoD4PTf9HOOy0dTzd1DdDHACfQCbbi8Nw04UP7KpRAwVRMPicL1qINx9_z_lPaaxxH8gyHuL04wC6p9i5mwqzdp8ki7MlKT__9uw1OXqe0XXtOhRE=,gAAAAABoD4PTmbRRK0ugu8omJWpNkJZJuSNAWzINPzg6GtvwRFRiMA9t2b9XXTl0I7NnqO08Ikxu3vzRpySWRJzmIGP-P12HRQ==
Dell,3.6867541817104983,32,256,15.331575365094077,2.2000816442163464,10405.95143539082,9a258c7f121244ae9530b04102556c047983a69dfbad43f9e73fa8c5d9cf1e13,gAAAAABoD4PTsVGJ-g8ESZWXRHutg0npjo4DbYTpxnVIWvbd93rD8bvVan-s4YzjI8b3AqBKcw0ZdIxfMcazL2DV59r9CTBI0_ZhQxAV_Jp5IFHTrInHRNM=,gAAAAABoD4PTdV9OeIaadzOqhF4b2TdZ-tbbxCt58DKgHn56R0jNzD4jUcBg7yIK0DmYLzRPuKIU-Esa-qEcoIEfaDZRzrfajA==
Lenovo,2.8223428350680297,32,1000,13.308821703326618,2.1442769312361065,32808.856450782005,5682c798e3881525e658a62e21d2d6cab035db9f03283c908c82c81face42cae,gAAAAABoD4PTZ6FepjXs3ADICpbG_tjIthQbEot7sJOt5vKXHzFQ-KQB6FysrO_wCUZcM_6YHcRiF27e6vCgJ-CiMgBwstwBPBjDmItgZGkHQHt02ro95Ak=,gAAAAABoD4PTxxkR9-gFib0rVsGFyvgOp4lDPPJdFj_5PW0HAsqegP3IZJdsttBCMEtoyW9EMkkvnDrIZMgDHnoGBdWXBtefiQ==
Dell,3.8476692462822406,4,512,13.93625869382402,2.886995117814857,17065.081629541877,2b953528d9b0ac2a916b57c950c329bf4d182646b149118092c96397186bdf3d,gAAAAABoD4PTxYdpL4tw5vmpyOG_NHx6018tFudsQhyTF-zPtv-eA0q66idQOAUo9jedKbJJptqef_lMjmt38tm8nlmFHRee9BTtLUDArQefc3FTwkNWaPk=,gAAAAABoD4PToptnfbebJDTyd0Wu3p1yKs-v_a4WrYhp6LkJUAUfFW9BKgs0EOXqSKKq4t6JHCAUFHCnzuDCxpJejEIE2H7NHA==
Acer,3.4969580894341634,4,512,13.57765155279418,4.797633768057352,16854.30343210921,1dc230c52c255a21dbc6fd7ba20a6e8306615632fad9479d9afeb82556780089,gAAAAABoD4PTbFHSZYl_oFjP9WzQj73umy3xUBd3ym6m7-ltw3AcB8mfPyUdFYy53NxgiKfoKC6dYQv2xCXBPqLTKI3jsg7sSJDr9Q8fNyh_JUDy9aA_oVg=,gAAAAABoD4PTjdDnfFkVjydAgdX9_Fz_sD3yCrIli4yqOXGhKn1HmmNDOClXXfWAKdqdgQi70uowQAnDS8l2myiWvxOxivafsA==
HP,3.994835276333344,32,256,15.443756893366224,3.5696391649126245,10697.836784094568,3d99fd68579fbc74b24a9c178ca3dceda2e55231ea9a3042763ff57c7678be64,gAAAAABoD4PTYspy7E2XhJi_rV51uB6Uki_XrYO_fcOADpdeeWPrnOFTmiCJL3bhODraLM9cwrsDcFjHyUp471lil8XZQzUbuHVT8pMVZaoY2cmcKSZFK00=,gAAAAABoD4PTF7knjdVuR7xc953R-Qyov1qO35DqC6gxplyZMXpxgFO8la_VqODebvBAsdvyC_Acjkiqdp4XbGUlb_od3bSp4g==
HP,2.3767795386292754,4,512,16.177834393921774,2.8153595482403877,16575.251835695293,4987a653db2ec2da89baa796b4f819d70dad4a8cb2636f3109769eab03eeec05,gAAAAABoD4PTi83t7vi2ZjG7QLqdLhOlihgRolhwIFT1Zj4VVaNHRWb_rggi9vIaJpkLMCvElz4D4JPFzhXMNcrw5NwBxjCJi4paRB6vDc8t805n6amLuP8=,gAAAAABoD4PTGSZmvbbD1_dFOszPyF3g5-JDhZLBlDTQA0CO61HNTTlQwLccuSeqATJydaT17Mw3279D5P6xHGM8SHPVhvLk4g==
HP,3.417970722327817,16,1000,14.191334474045084,3.1975003835330584,32274.63025978199,72e5e5fd4de6c649c04d8b83b71974af41467baaa1badc727e1f73cc292e71fb,gAAAAABoD4PTpBu8oQ8s9zVhuZXTG1UZ8jt762aWkcose5cdu1jGnci2uH8bzaVToFVQciPQoQjL_JyMbndeHim77-f5WO9WjsPraAKb33Xb9y1ZJU81dwA=,gAAAAABoD4PT0gjuiAw_KqSdwq0qwDZjViGNuNDhRd1AKgIUk5gPhAyI6xfYVvY-s9Dm_vf6N37lk5s5Lf-ehtcFZtT_UtPn_w==
Lenovo,2.504827284023105,16,256,15.736593165171149,3.795785322214012,10131.593323529152,6173a2d3f23ba10e762a5bf79e455a34ce7bb4e27f6520c58decf880b48de902,gAAAAABoD4PTMQzDBLhDTYOQywEoWhJI3mWsO0Z7pfEdojZ8Pdlg4Hq-joQEvJjWAUIFB4i-hSufm4Tqu-1RPlPg4jc9hfZIRGwKLT9z391Bw4N5sBbzc80=,gAAAAABoD4PTUwa6-Igjjs16e_wv8RdvYT0un4B7bwketKZYQZ9O1abLmlUVf13Ow1ZrIGvCoOcnNF1pD0i0v1FG7nMrWR55eA==
Acer,2.699689050759772,32,1000,12.780720092119104,3.9588489744135273,33111.68849986043,bd7f9ea3ab0e889c782aa02a5354ad5d824aaf4741cbac82224e7902f5eaa485,gAAAAABoD4PTZCUEwZY5L4V8SLBnrOYXSud8vPRrFfqA3XKQAhhJpb5JBwSOH_cNKMZV1QGa9W-6gGA-KdsDwDJi16Tr5AdVtRWSwf5tqgkbW46Uw35qi84=,gAAAAABoD4PTL2M7T1l3olVLXq_T_mn3eUPEuNQvXNzhlrFzGFJOc6rPYQq8o9av7-Nqcd4tMJH4WEyJYGwLJ_o5N2lUbIwbUw==
Dell,3.068763658045925,4,256,14.248217660943611,2.461758529348715,9384.824877131963,606e0685478682300f2dc6f56b09422087ccd3eb16adfd50cbc3ec3c2ee67670,gAAAAABoD4PTOox0hEfCEAZTZnMj3HRSycz46kivUZm6e-B64jCnzGWKBhdQgtMKvFq_XrtPSnahgh-yHvToT2rBbvsvgeoNP_wlz3tK2_QqsYQQaLpW29A=,gAAAAABoD4PT9z39enejihU4z6aqd6iBL1JX03h4G7XOwWmHXsqgATP0o319HMcziMeRFrP5ejFTYVEYSg5rZieqP6zX_58hfA==
Asus,3.684192785465847,8,256,13.071379722019834,4.931095029635528,9664.037025023415,5d92e90c1ad55624f6da0714fee5e5b5cb30313e58d51a2962e6e7a14218718e,gAAAAABoD4PTekdLIYWJle0mxw8llWGjjOVq6uK1CkKT61-oVg4UpJpM_KS-NvnbhkWqnm1ufzCveHJP8l-VTFSpE8XOgjNyOprG1AgAxh-ExY26h_fscGU=,gAAAAABoD4PTjGZtjl2gHAmy91IWcQntIt67c6_7KRYWMxBul6y-QDRi4TsQ7hFY1XnslvDOFEl9DzMkbzIWN4sH0C_FR91ijw==
Dell,3.9602086729982378,16,256,13.485205553430982,3.6343166809483662,9978.874050006958,31572cf1273dbf0f3c33b7c449e24709dd66cd349c13962ddb8ee28bdd5f2d85,gAAAAABoD4PTZDYF0D4qzkTiuPXOHODpAO8FvflWEXXzwd6HIBaTC_DP3PRsfRgKieQd1Kx2hUQ1uu_OiazJad6XOh0SyYTUKNe2UwzsLOfApldeLIrtvCs=,gAAAAABoD4PTgtqa_eKhY04338oZpWNLpHMH10mVLnwNJBcwT7Il9qD12IihmF4ENaSJyVGeBgvRX8AeHFG_JvgincZ9zBGDIg==
Asus,3.420683534661296,32,256,15.394483188876013,2.407064953376838,10387.0530853186,cd9c55087897b1f11ba4f2b10d5ffffe8e1ac5c4d1e84d9229dcd241b2842485,gAAAAABoD4PTQ7MLi7ulOeMtmXhG3HuuseSUDy7Sz6UHHzLUtb5f4qTPEOaqZIbpKpZl5dfpWhP4WJPfJphqWOThzyYv9gcwuOqcftyVaUE2xgoI2u-L2zQ=,gAAAAABoD4PTpdSfQvxmb5IeHL_krth3OwNWO9px0ERw2Jo_95Wxtz4geDRxDvgjU_hilU-g_5kbT-GIQLnrIrBuo8Kn4KKrvA==
Dell,2.5444169554183347,4,512,16.289974893996277,4.680905760038401,16773.987493471064,4b4d9af5cf44f71c3a086498175628d71767d97eb93d79bef975901addc29658,gAAAAABoD4PTvMvbtHLTKzO_JB68ZIpeQ5LTfIasiXDt03vCO6CaczPZsu08aivhp3JRH1EYJ7PiduYe-HgSRzrJJIjPeoFRpx5HahQBvLyB1wTrKngZepU=,gAAAAABoD4PTd7R4RE5gH_BVcy1EzsuwIC5wn24NUT-_WiSQxxWVdzwT0lZpBWoNM-OxhTnUiyujibr3V-GpYhwzCFwk1zlRCQ==
Acer,2.5533925056926754,32,1000,11.728972346526591,2.2239152932382864,32629.16325767026,89640625fd7e47d7a75721a16b4c76bd0fb05171236cf758575b88c0839f8a9c,gAAAAABoD4PTh2vkFdZlcvKJJ0TZ6QltVsWfwQ4EjkQE9Td1qdlP6ujQE4SlglObuf5isSYtbGy0ZMfv01WHZfpVDDTmjpxl9n4Rq3L2uq68N2Z9MuSzC1A=,gAAAAABoD4PTqr_NdDSrJC90yontwBd_F5ApczxeoaTRDo3U2amBD-F7xzNQMRFh6-CLLEcQp-jzMcpU_m1DwmBLrWMqTEqU4Q==
Asus,3.343955753972229,8,1000,14.807835538924284,4.723206299532539,31848.655148446676,0d766f738ffcf8a89d22c92bc12f31574660142662b5363e695374aceade8930,gAAAAABoD4PT2CgyreompXH1ZpjY3JN1OE1Zd4rkzbQd3ndpZCcKKfpJRprV1WK11KVAKFSrCwsOxRXz1PaRI4UslS8sd71LM5uInurVjGTIfRfh5JnlDNo=,gAAAAABoD4PTrlaXHn7275APKaF3CmtKEJQ4mI767JGYyouxT5neb7ocvU9S-1VUgNyqBlk0el0HHBD6JlBnAaSkGp81IJRajA==
Lenovo,2.096942864420756,16,1000,14.49286284546679,4.989696968866947,32205.99180089257,628715aebc8c56ffa12395eb88d4c2ec1383d31c38bc077896f307ba0854feb9,gAAAAABoD4PTZ9eZyDZ3a9r6jgKEdojpTrTsDtzl3S3j6mkemPZm7u8FNBrm8Moq3AV3NMliGYd0AKJ4Az9NJB_EVjI0fekfLaX3wdHD4ubwxZ4CzbAD4yE=,gAAAAABoD4PTehblhnp18U-gUpPzjA9wCTiGepDPm9wgQsvbc2s04tsMHhokWSSunMFRYk_trHjr12jpUelWidHt2Fw7WGxrvQ==
Dell,1.7761852828284868,32,256,11.710490235055593,4.101295397469512,10723.115825341803,b33db90d1e2124a6a45e71d3422b76e6a5ff037134a64784980772703bb571e8,gAAAAABoD4PTG2Gr36bo-K7Jr-1hW5mi_8k4AlTVURRZOVRqfUvx5WxHtJhGY8ccO99awyAPHkrXQJLJ0hsUS05Y9PH02ulaFSCc7fZNeI8z5rkFyJV76Ww=,gAAAAABoD4PTuBUPvqitikZ_eaJeUnkx-oxTVxNhFnHLRY8wd23EFposLau5EhOnlwBbVPUzuIeA7eNvKwku9Qfuz8jXCPhbMQ==
Dell,2.3865553941019413,32,512,12.271365982640654,4.311341663221969,18152.54918807709,a9137405b6d56b975e77c3fa006ec9ad0dad209b8977acb4ad9c0ed9b7009b20,gAAAAABoD4PTlV8WJbNO_inFGKEj3buLgjpqigm7OQgpaxqYBj7FS1eDN8n0UoDAATLBcWfFw9TOgcxLf4wClwrQdLIw3WCLKYld7-uthfweStPOhEuMPhI=,gAAAAABoD4PTSGEoDmmWiO3idXGZMbHdMqsvZ8oy05mewd5DezoVOOp9BT7IwnOs-ceo8pkpp86jADVrH4J8qHf_uQSTWVpneQ==
Asus,2.2180974791352046,32,1000,12.86601496839608,3.011908509402459,32437.38944266547,0783b79a3c9bf2423ca8c6179b3b661f79295fd0db293c607c6b23e19ce060e3,gAAAAABoD4PT4G-JdJ2tT9gEznU8fxl_rEuYJamoIV0dy_3cgPox_-MnyXku7-nD6jbvhdYJv60B6E9Zvx0j3AgO_jAal9uHJ_h7R5IkpmWHooKWBYhdqt0=,gAAAAABoD4PTBhC-Pat7OcxSjNtLvM6xhUv1k2f4gkVTR6Ntp-zOUlkUaUpaY4tab_ERQcKXQBOiRdM-NUfIDmwR62dzvHtFyQ==
Lenovo,2.240770301139975,8,512,12.001586424905009,4.824730558201802,16912.47369317647,a42bc0bca32c5072af86371548dab1ca173a6e080cd5e7a5cb86276f4567ef65,gAAAAABoD4PTy04jt5nFaVJVyyfF3C0Ox8S3VwNfUeqdPOQGd8GondGAizOHSQX-yi0610ZEn9YYczRuhyjx0ozIUTS3rS-4QN4glE0xfJfczW-wa1sKZcw=,gAAAAABoD4PTXTdlcKAt3VVXwOGK8zKRR8BcRob6JLexNrM1sK_RDIiSKXnsKP0Yu8BeKZcp0aMVq6TgvWdFoZzz8hHeKugzyw==
Lenovo,2.084019377624774,32,256,12.46237689514605,3.589141898325103,10428.1312270273,a60f3ea9b58985baf6fd1274a437dea26c5cf87886434444a988beafd0a2147c,gAAAAABoD4PTlbYppM4KEtYF3c1diIQUxN1Uo1EG0ydt1ddOAdCAFEfTSrlxmLLWhthm34p0cYnfrnHqNWeJpTRTxftdWQDkULKnKR2EtMGZbe_VwCbU5I0=,gAAAAABoD4PTvLiu2H6RcpQdHripueVT2QEoJX4tXHVxvHf_8_xo5BOhb5qHl4HXxH4O63U7h2SwRyJLTNgi23AoJGQGp77gRA==
Acer,1.6052329740909048,8,1000,12.605604793170246,4.197165339792665,31566.9558113889,73edd490b07fb17d0811579a7f3c2b0b64e26a9521cc5844aeb1f209ba380e5c,gAAAAABoD4PTh1fO0y8nHvCcF-vkwVg-EOP-6qi_lHb-gBPJD2dNQwpi4Xjt-y047FiHvh27VzudTU_rBkO0jBjKCELvv2n-E5w-O7FnFKnzTRYPESOVTRg=,gAAAAABoD4PT7XDFI3kZhpA11epilngVnDhlGiHcaPWPME5lI-WZULb0fEkO8QDn9vT-9hSXs8loS-TebHj5IBCYkTCi0W8RWw==
Lenovo,1.5446848368335346,8,512,13.014042998234356,4.772323147733839,16777.65548577389,e61ac26691fd34939c3b2c44a300b6f0f621c55d4ed79c1b64c5834f83fe462f,gAAAAABoD4PTjjJM-n3ILpEtTdlmwzmLb3tPY2VPxhrd7qeO60WNh_N_y3dn-GnTPHH2H8pQ8Dsz2WORmKaFFK4DhgTOpLuqMZRqHuqro6uqcEp0VOAwY_Q=,gAAAAABoD4PTGIR1fdhEizpHj3v3FKWdGFeXS6YTiGsobKK3OYBuD5y9SecWVansMf7alwuf82B9zZuyOk1jhs9ybkAOFIaWLg==
Lenovo,3.969305974340079,8,256,15.496342716806954,4.9255399279265255,9647.836304717026,cca36690af5dcc5f015ce89654185a2191594bea2f2d5fbb4b47700598b61136,gAAAAABoD4PTaRqHL5zlIhpN_gCg03jQ6srV7w84D4_AKcf29Cot3WBrUi3P6vq-BWUxfBoQmcHABo4un1GvjJs2ANMfniOVMpkSARj-0epmeEXgalXB370=,gAAAAABoD4PTm93EY8-vHbhPriF3HYdTJcbNjtUJLnviSUlpzXijno8nF0G8gmLR0vHFkMEY8q_v5VRN-joiM3t5Y3PWU3SNmw==
Lenovo,2.569432834339656,16,512,14.431473223103604,4.499613069790023,17291.107749054692,911455aa1e32bb73cc31451f49af4fcc287cfe2bd836b8fe555d6a4b66d02cd9,gAAAAABoD4PTl8deWVDfCJVdUVH12Vq0MqppV-64LaVcZXHCwm5u0bSEVgElcXNkR6Dh7CCy6NEwbfFuBIF05fq39xuJPiCEHcyLf3U4BA7iblAi_OsEgBs=,gAAAAABoD4PTE4QOWeubHFZdBBdoUkVFvAaswZqEu-xFpXC84JGGNkP-oHAalnazy7Ypg-TSdwhxb4BTyRXoWy1O262FD1iDEw==
HP,2.460816617899204,16,1000,16.917480031708408,2.90905252094609,32039.04200238277,6921e30312aeac83af2bc08f91981c6011391df32225cf0137febdb426b3202d,gAAAAABoD4PTomNZQC4uQ0sm178cEa_nQoD95svGf1UP50OcVDT-Z0apQWdCh72xxy_vS0SY2QSfsYADdjfyOcvoPmXkaOgM15-PPgBBhaq-K86iTpNUGFc=,gAAAAABoD4PT_3Tu_J4yi4DZ_h0l8d97FFhDEOOP0K3Q4hcTwP4t-S0fO9hqgDQ8QGAFVitI8k4a3xN5txTYmrszgnT8p0ZN6A==
Acer,3.199118206732675,32,1000,13.488414961804828,4.899642549656248,33063.24200044911,588d653ca9010ed54facec233ce9c95135085de24d63e77dff39ccde455b30ac,gAAAAABoD4PTRyMI_NwM1eziFhGusXD0MUcGEsdlqr7EomMzj6DBX8lnt8tfJQ1Hgn8r7louSnXlQ9VVCdUS076LolvUkwClSKarDRGDxa-AW_Tf-ttVeT4=,gAAAAABoD4PTaL0-WhqzgurOfHJck0ji-eywDGteLSTFQd4bH9OK1aihNUZF3QzxcdhDaFCVJ7p7MQYgaF3-li591ss64SEzJg==
Dell,2.0456347196626603,32,256,15.52319044302155,3.884358593730716,10059.050423626955,634e71e45893b13b1a5c3a1731fb8a7c80e51b0b8d699179a8919051ffdbd39e,gAAAAABoD4PT8suGsvQh-fV-i1BwrmBkfOsMPzBSbvm031WaDEbxaPMO6o3lEchGwjdSDFcHoBVsVKAGg7oG1lAFiYrfJzppKuOzH7KAvu0CBCx4iYJ5cq0=,gAAAAABoD4PTjUwuN7fJkvnbmj88IRQDTKh9me7USGfriC4Jyr39--xHV0NdX9uCOZr-mB7ALcn_66G_CpS7-D5FNZOXYX4b0Q==
Asus,3.874902959875564,16,256,16.228810528259203,4.79192742905588,9968.179815116977,b923c3877a64673de1c2875de1fe143115c10749ca7551606eea4e52132d02fe,gAAAAABoD4PTD5z-d3xoioyWpILjtN62YDGJGWuegSoOO2m3FlAn5fqtBOlPivwqZ2ZaGmKOUH6YpbG4kYEsFO9IKg86YA1-qGyimIloNKmByCS00bEwoQ0=,gAAAAABoD4PT4Akvaz-xXdxe07Uqn-MGHxfbnE432BhO0d_GGWfvM0XxTbGjo9mMU56srMu9L4nEu_PZuOS6h37xR1s0UzA53w==
Dell,3.4658625360388804,4,256,15.073870958228252,4.028315077443056,9471.946769197091,e480ec29bbc7533d0dde221ef9b9c054cfb74ccb61f149fb0d20a8c2e006c84e,gAAAAABoD4PTOL10kTxhfL1VsRBeLlzHof0NYffRs8PN09weyX6k-ZBJwwPXCgHuKBGmYfSUymZwOPCc4Lk7scHn2zd9oj1WhhEMByIcWdPjwTbW4u_TuPM=,gAAAAABoD4PT3WphlAlNdog2hpIoxDwKkj9mnQ0eje6V116KT6TS6gEMf2Z_nDxUtMf1DgT-ED9MVTewVufCjL53MX2loVB_wA==
Acer,1.7235275057806487,16,512,13.471188442504976,2.921716885543161,17573.057889351905,ad0b6a94d7f120ce1c29d76dcc09c259ed8724755c594d8d24dd39bf91265250,gAAAAABoD4PT9qumyLxdSER27sUxOkUl-CJU5SthWB1YKF5w6BzUYAcCNM0I2CH9hqNznj6mtep3B-cWf5tJhktFo4FW45NrWCMRGf3HEyiLSI-gWx30eF4=,gAAAAABoD4PTIFnrGloPTt9uq_sW1MaNHIpmFVF3chVQWWHnQTSAa4wGlQeptcDExeXO3t0u_6RpW8FtLAwX7CB3qGzslYOQsQ==
Asus,2.543951939462321,8,512,15.521567784474517,3.110073572428448,16968.45371903162,7af1d232209613505e05ce5a23e4b8901f3f82e5d3d1b8765c79d8209ec21586,gAAAAABoD4PTe2yODcL3KSvajwleLamm9bIrV241FiWUdvpjU1fDjZ_jpX0lGYUMH1Ip5Ed9JtmdghZAT90CJOJpFGeTSrpButWMjS4Qfz7AIwQwvcbAxCs=,gAAAAABoD4PTUJpdxPwQ_PFGhVkGFwkM71U1YW9jjQ7zI3wNahc_4z8wphC_fD7jyHzJktvym-J44uixvUPhgyCO2HsVNITqpQ==
Acer,3.697795768905412,16,512,12.222002826636109,3.651415331308821,17844.559013165475,badb06d23a72215a83346dd4af73b01a515211dba2b13723b721b89abf64eb3b,gAAAAABoD4PTcMgz2bEPfhU2ODnmojBr_PVHKjMEpiKMnf8YEwTKOAuPke5DsNq7nwHrkEIP0TDnvKELpA-HJdjYPvKb_nWoGWJ060NCIQNU4W74U0LVYqE=,gAAAAABoD4PTf5MM0vi_Qeviu14aHZYZ3KbMA_0LvOjvpLlrfZ4KQDUOLpMCeCDBMYb_jVOpK_i7SwnPSprF3842mPASao40iA==
Lenovo,3.8618300557285257,8,256,12.965312991080795,4.3700445246796455,9905.976594804111,5b301d2480757439f4e2a854d09b9282dc0a1f86a7075fb6eeec535dd60c28b2,gAAAAABoD4PT3xH3b79NTi0LW0QLcgU03DWkcM4Rh_aFRpfAzvzlZ9QDC3_5Y0DSrkwk53dbpyKIZrtOMmuJDZlF7PGJeuFs8TX-tpnVbLkKAHF9zLQBkZg=,gAAAAABoD4PTCHPoYluJSOU6GlPfraWl5nhufH7jpuIePhc1MXrizpglXYcJuD5C93ZbF9am1C9J12xvfWiZJBnlY1H-_yBHzg==
Asus,2.6685037781246743,32,1000,14.280111530595732,2.953947654021005,32812.68702948411,9f36b48f17ef8eaa3b95e19e4a9d8248474fc8567b89dae0b5571b1e097c479c,gAAAAABoD4PT8a4r8_rStYpSgglq7SfplraUp24phazOFntD0UxRcDnzEKFvCqOrVnvu2EUALC_bvu433IIBFmdmkP66ALa9Tyc6E0xJkB3HOzm7nhlBXPs=,gAAAAABoD4PTM0X9EmYajJMX9u_8GxFHjTEi7YLS29Cn2IGPLoGZ8Ruyy4Lif1pkPgGg-jgJw6wIRhKqg_SlPem1w5BPrnMh2Q==
Lenovo,3.0335284730267693,4,1000,14.45245632371689,3.739193498402576,31446.721179529304,773351cd150d8653fe2c0da434a0bddd87d8ee172ca991de410665d2f52a359c,gAAAAABoD4PTU21NMptFgIBKP0EBrVW5QSaCdS6QjAIbU11cYcmLMFAqVDuKSrGE9txrIEH_Ei3uJvYgo8_x5Wv4CajrwFfVF6Qm0Cw8pg20B_41bmuNqcs=,gAAAAABoD4PTn-d6jwtBu42osSdf2RqySQA_HFPFzoFkfgLLs8GuO0IYbhsOFS-pGC2gBUPYya8a9DTkObFLTws-OylVMTxlcQ==
Dell,1.917584865230188,32,512,11.132848852835776,3.0368749807292046,17999.390306277077,d69af69591fdaff519af85b7fb4954f80531f568cccc80287f2cd721e09f0f38,gAAAAABoD4PTDqci7d3plAF30Kyyrj8M7g0oHNjj2EzpPl-_q1ZcnfLT9OvM9ydRu36mVUhWEE7r8eMK1drcQ7LkhZKk5IvJBDBAzjwMi2xOgreTaN2TBcY=,gAAAAABoD4PT4vEEaAJs59hoThj34oMCjAVhw-yVOlvg9a2Cwhi2q6S7m1WJzxSNV6UGp1q7gcHlKnW6kVz8dPtxZUKwbZZGhA==
Dell,3.9779215653424416,8,512,16.67068513253605,4.4473082139053215,17328.134576567532,15c63d5c0b3abaf8eb14dab36396e9db0567c27f321da903fcee0d83a8c24a99,gAAAAABoD4PT2rXjJCWTmSnlJDmLeNH45SZ-vCOuB-C11CzywmDX9mhvKQ71niKsocPL9IUm6EDzSv3bHiBElXV3ysx0Xa9tw7GH3vSweTgd0e0xXbHxWGo=,gAAAAABoD4PToRaaeO-zh2Jb-6M4sOlgODtdKeahA_j-v5iijHvL3e4ZLVW1yIJ_3llDN2c9rCrUX--bEdzd4NV1H2RCS09heg==
Asus,2.0791792534586087,8,1000,15.17976362730434,3.400184281303851,31803.593813995874,a9c56ef2a95ba862027b405219258c3ceb9bd062da949ec5032a60a06fbcbb8b,gAAAAABoD4PTLCSPJHVweuKPwzDroW72wCL3Wt2T9QrXMrzmo06GIBr5YRG9MSms-j6i6m_AP7pfLZeD8rZYgKSpE7PpNwiFRiC68bbvEZtqY3_4YPoH6X0=,gAAAAABoD4PTDrxAwOiNps98Ca2GPHYRVZjs0zEJ5CHc_2KL-yYbajhSysGiXGr-ZlixqB6SAQJ0wf0jrNB-xh74lkOInLgGvQ==
Asus,3.856829435337814,8,1000,13.974222501391344,2.230168480558656,31773.80361638789,8439525bd59d5c86f2ec2ca1928d2be7b2ec9e8d52e76a70ac3f39ea86bd51e3,gAAAAABoD4PT5SvXBq8PnhpxJNoqKmNsy5IakUtWaJFRj1BJO0IMobFohrga9ZdIzTry1yYNIdW3iw411-kb8NmCpKpPjtDWJitB1PeC-lDVqJJwegoldvs=,gAAAAABoD4PTFIyMxdSIabxnJ2-wGYKhhICecJJ1AQwmMoVjWfIm7aEnEZVo1Em8zfKs7TmjghijRJzjLIXz6mEZ3HyVxRh6jA==
Acer,3.124116622480921,4,512,16.598763406449848,2.498157564444609,17299.430104201827,2937d9b85d0d725eec9365694e570939fe11ce836d99b9206f598e391ae769b9,gAAAAABoD4PTAOeDz-KMHmH3ZgqkDj2KpWs88r8UgPFmzEVrBObXl-UhyU3rEwPVDUi5oitke9HvT-kQY2GuFD4ESRfZnc9TlQyKxR9KNKknnvMXEOf5gO8=,gAAAAABoD4PTH7oib-KeWKt6OUacfLHVej9MkTCBzhZ-VkLOQgvJaRpeM_ra1wTuxpawWB05QmyrLWUKUxypLxbvf_zDc17S5g==
Acer,3.019341987197148,16,512,13.634573391504972,2.183314002858897,17354.575214695695,e0a2d7a3a48613ed915d1d22c3704bb1dc44b1d7aafb28999c16095ceaaf741a,gAAAAABoD4PThkOvwxLh1Vn6t3dbvfRMuwV7B2P4V0Hm643tAEzJM7kiQJJlX4WAxk47D9SDeGkCpcCWvT3fyAtiaP5r6atJ3Z9jo4yPB87RTDtgcyZD6WU=,gAAAAABoD4PT7Trq84QRon60KE8OMCGYiiy04RDhLfZ0JwZ2VP0M73h_PmRS88nBh6Ilv3nFTPpABF7lxrxIFSP90arUTjpPjA==
Lenovo,2.7817212775412714,32,1000,16.88261342162223,3.497908838042976,32706.13245163676,5b11cf934c271e5c5ed4c3287df2659bb604fa17612889def3e800a6c94c8bd2,gAAAAABoD4PT9FHd7NyfCxiepfl2Bf8nmC9LLMCrouDKetJa6bCgl4wddxFLdcK8NhBS02hXafswiFRz-_xUg1UkOXLXEu2bM9mTWMpdzMBD87JeN8wGB3E=,gAAAAABoD4PTSG3ath3965qz4GtPn_Iwdm2gKGJHmONXBkR7t3CgVchvk4Na7CkpW5B1AFa3SkSDEr20ZCpczwwVtwUqGkevjA==
Asus,2.0766745292943964,32,256,14.07370854346091,2.3190118920446814,10558.374400119386,73b8e8885744e2191173cfa620e92c7dd9ba5a4d03717c3c1bda82be1a2f270d,gAAAAABoD4PTajGxsyHBwBXWkT5OdQ8-RrSOl96WgOIvvmMUAOBdrt0tzH2i4XmJmjCHZpeE5qV0PwmhNtl5mJUWktmfUuLl-lUF0IaOc2SII8qZfCkfr9k=,gAAAAABoD4PTXFHowsvsbZ1BKFomSQ2pqxoSToEPXqicMknDAmD69LOFh6gnJsAE9GkYhjrTabvRyBJWKhWlCRYooRjnMKn0jQ==
